name z_sim Av_host_sim ext_law best_z best_Av best_slope best_scaling zphot_68 zphot_68_sup zphot_68_inf zphot_95 zphot_95_sup zphot_95_inf zphot_99 zphot_99_sup zphot_99_inf Av_68 Av_68_sup Av_68_inf Av_95 Av_95_sup Av_95_inf Av_99 Av_99_sup Av_99_inf beta_68 beta_68_sup beta_68_inf beta_95 beta_95_sup beta_95_inf beta_99 beta_99_sup beta_99_inf norm_68 norm_68_sup norm_68_inf norm_95 norm_95_sup norm_95_inf norm_99 norm_99_sup norm_99_inf best_chi2 mean_proba sum_proba mean_acc nb_bands nb_detection band_detected
GRB050904 6.29 -99.0 smc 6.183795380679776 0.43904206703182613 0.024624572845676818 2.173982309157165 6.282194500169039 0.20593288974498325 0.11893778347262263 6.282194500169039 0.37076702224768443 0.19583782689539042 6.282194500169039 0.5203958394316208 0.2417667281673026 0.2831400797603414 0.12994158404052214 0.16438517178213574 0.2831400797603414 0.2337327887460411 0.26528261295783806 0.2831400797603414 0.30630366957926625 0.2821726039775339 0.45522824397638034 0.48817270196634693 0.33216188862141716 0.45522824397638034 0.8499094962929896 0.4387069583529045 0.45522824397638034 1.0850587870711508 0.4540437245900187 1.6672662532025153 0.48181527037834315 0.4233734528019659 1.6672662532025153 1.143177320506582 0.634674698503886 1.6672662532025153 1.5589557123105509 0.7158898762678734 8.158685076514132 0.004047898223629533 85.00586269622019 0.4789 7 5 IzJHKs
GRB080825B 4.31 0.2 smc 4.522325384893297 0.3993507501357187 0.12365090350788827 1.6763434805112 4.540932047606162 0.05178781198747018 0.022278565375767556 4.540932047606162 0.06661231271384871 0.031587790015776385 4.540932047606162 0.08194021189563205 0.07034832524405932 0.36627139634313877 0.042893272017640094 0.07617606737798199 0.36627139634313877 0.06726772351446358 0.15946760703598167 0.36627139634313877 0.09220828778744988 0.20432646052864076 0.21723755989365381 0.21783159478773104 0.14468167552918057 0.21723755989365381 0.5064758332630982 0.2066716168459565 0.21723755989365381 0.635800935029259 0.216403918840918 1.6074925818896995 0.09676823197978535 0.1254444753913584 1.6074925818896995 0.18551487379456977 0.2553659663157688 1.6074925818896995 0.2734301142335984 0.36000240704658815 2.915050182952784 0.06062966991087378 1273.2230681283495 0.4897 7 7 grizJHKs
GRB080906 2.13 0.15 smc 1.4366997353542728 0.25555539502953284 0.41930171445006803 1.0378401011217993 0.8177838535994928 1.1487900701472942 0.5606528664235971 0.8177838535994928 1.999776626686253 0.7827928769592007 0.8177838535994928 2.335863452391056 0.8151501499997281 0.28723527708305496 0.2677168460770525 0.18619051050742993 0.28723527708305496 0.4649381990262468 0.2619106653093426 0.28723527708305496 0.8090656954283183 0.28385275071228094 0.4659986783752481 0.2650687352243961 0.2861690333878112 0.4659986783752481 0.48377846557483917 0.4340592998307169 0.4659986783752481 0.609485630289804 0.4650013223508286 1.0163683499665035 0.13795199271686176 0.11715424662388008 1.0163683499665035 0.2930916439599982 0.20741776763246966 1.0163683499665035 0.46803216041844364 0.28864915125911395 0.22313798696050463 0.3424918695548227 7192.329260651277 0.39966666666666667 7 7 grizJHKs
