A	gBand	rBand	iBand	zBand	JBand	HBand	KBand
725	0.00000	0.00040	0.65744	0.00000	0.00000	0.00000	0.00000
726	0.00000	0.00031	0.66443	0.00000	0.00000	0.00000	0.00000
727	0.00000	0.00024	0.66998	0.00000	0.00000	0.00000	0.00000
728	0.00000	0.00019	0.67286	0.00000	0.00000	0.00000	0.00000
729	0.00000	0.00014	0.67488	0.00000	0.00000	0.00000	0.00000
730	0.00000	0.00011	0.67650	0.00000	0.00000	0.00000	0.00000
731	0.00000	0.00008	0.67893	0.00000	0.00000	0.00000	0.00000
732	0.00000	0.00006	0.68041	0.00000	0.00000	0.00000	0.00000
733	0.00000	0.00005	0.68213	0.00000	0.00000	0.00000	0.00000
734	0.00000	0.00003	0.68344	0.00000	0.00000	0.00000	0.00000
735	0.00000	0.00003	0.68429	0.00000	0.00000	0.00000	0.00000
736	0.00000	0.00002	0.68588	0.00000	0.00000	0.00000	0.00000
737	0.00000	0.00001	0.68674	0.00000	0.00000	0.00000	0.00000
738	0.00000	0.00001	0.68735	0.00000	0.00000	0.00000	0.00000
739	0.00000	0.00001	0.68672	0.00000	0.00000	0.00000	0.00000
740	0.00000	0.00001	0.68686	0.00000	0.00000	0.00000	0.00000
741	0.00000	0.00001	0.68684	0.00000	0.00000	0.00000	0.00000
742	0.00000	0.00001	0.68560	0.00000	0.00000	0.00000	0.00000
743	0.00000	0.00001	0.68470	0.00000	0.00000	0.00000	0.00000
744	0.00000	0.00001	0.68321	0.00000	0.00000	0.00000	0.00000
745	0.00000	0.00001	0.68211	0.00000	0.00000	0.00000	0.00000
746	0.00000	0.00001	0.68021	0.00000	0.00000	0.00000	0.00000
747	0.00000	0.00001	0.67724	0.00000	0.00000	0.00000	0.00000
748	0.00000	0.00001	0.67500	0.00000	0.00000	0.00000	0.00000
749	0.00001	0.00001	0.67192	0.00000	0.00000	0.00000	0.00000
750	0.00001	0.00001	0.66999	0.00000	0.00000	0.00000	0.00000
751	0.00001	0.00001	0.66788	0.00000	0.00000	0.00000	0.00000
752	0.00001	0.00001	0.66609	0.00000	0.00000	0.00000	0.00000
753	0.00001	0.00001	0.66476	0.00000	0.00000	0.00000	0.00000
754	0.00001	0.00001	0.66248	0.00000	0.00000	0.00000	0.00000
755	0.00001	0.00001	0.66106	0.00000	0.00000	0.00000	0.00000
756	0.00001	0.00000	0.65949	0.00000	0.00000	0.00000	0.00000
757	0.00001	0.00001	0.65916	0.00000	0.00000	0.00000	0.00000
758	0.00001	0.00001	0.65761	0.00000	0.00000	0.00000	0.00000
759	0.00001	0.00000	0.65802	0.00000	0.00000	0.00000	0.00000
760	0.00001	0.00000	0.65843	0.00000	0.00000	0.00000	0.00000
761	0.00000	0.00000	0.65726	0.00000	0.00000	0.00000	0.00000
762	0.00000	0.00000	0.65662	0.00000	0.00000	0.00000	0.00000
763	0.00000	0.00000	0.65624	0.00000	0.00000	0.00000	0.00000
764	0.00000	0.00000	0.65740	0.00000	0.00000	0.00000	0.00000
765	0.00000	0.00000	0.65795	0.00000	0.00000	0.00000	0.00000
766	0.00000	0.00000	0.65713	0.00000	0.00000	0.00000	0.00000
767	0.00000	0.00000	0.65732	0.00000	0.00000	0.00000	0.00000
768	0.00000	0.00000	0.65683	0.00000	0.00000	0.00000	0.00000
769	0.00000	0.00000	0.65705	0.00000	0.00000	0.00000	0.00000
770	0.00000	0.00000	0.65577	0.00000	0.00000	0.00000	0.00000
771	0.00000	0.00000	0.65605	0.00000	0.00000	0.00000	0.00000
772	0.00000	0.00000	0.65565	0.00000	0.00000	0.00000	0.00000
773	0.00000	0.00000	0.65373	0.00000	0.00000	0.00000	0.00000
774	0.00000	0.00000	0.65321	0.00000	0.00000	0.00000	0.00000
775	0.00000	0.00000	0.65050	0.00000	0.00000	0.00000	0.00000
776	0.00000	0.00000	0.64836	0.00000	0.00000	0.00000	0.00000
777	0.00000	0.00000	0.64509	0.00000	0.00000	0.00000	0.00000
778	0.00000	0.00000	0.64204	0.00000	0.00000	0.00000	0.00000
779	0.00000	0.00000	0.63939	0.00001	0.00000	0.00000	0.00000
780	0.00000	0.00000	0.63589	0.00001	0.00000	0.00000	0.00000
781	0.00000	0.00000	0.63275	0.00001	0.00000	0.00000	0.00000
782	0.00000	0.00000	0.62820	0.00001	0.00000	0.00000	0.00000
783	0.00000	0.00000	0.62491	0.00001	0.00000	0.00000	0.00000
784	0.00000	0.00000	0.62134	0.00002	0.00000	0.00000	0.00000
785	0.00000	0.00000	0.61719	0.00002	0.00000	0.00000	0.00000
786	0.00000	0.00000	0.61419	0.00002	0.00000	0.00000	0.00000
787	0.00000	0.00000	0.61004	0.00003	0.00000	0.00000	0.00000
788	0.00000	0.00000	0.60637	0.00004	0.00000	0.00000	0.00000
789	0.00000	0.00000	0.60235	0.00004	0.00000	0.00000	0.00000
790	0.00000	0.00000	0.59984	0.00006	0.00000	0.00000	0.00000
791	0.00000	0.00000	0.59681	0.00007	0.00000	0.00000	0.00000
792	0.00000	0.00000	0.59265	0.00009	0.00000	0.00000	0.00000
793	0.00000	0.00001	0.58924	0.00011	0.00000	0.00000	0.00000
794	0.00000	0.00001	0.58474	0.00014	0.00000	0.00000	0.00000
795	0.00000	0.00001	0.58034	0.00018	0.00000	0.00000	0.00000
796	0.00000	0.00000	0.57537	0.00023	0.00000	0.00000	0.00000
797	0.00000	0.00001	0.57042	0.00029	0.00000	0.00000	0.00000
798	0.00000	0.00001	0.56515	0.00037	0.00000	0.00000	0.00000
799	0.00000	0.00001	0.55889	0.00047	0.00000	0.00000	0.00000
800	0.00000	0.00001	0.55215	0.00059	0.00000	0.00000	0.00000
801	0.00001	0.00001	0.54344	0.00075	0.00000	0.00000	0.00000
802	0.00001	0.00001	0.53495	0.00097	0.00000	0.00000	0.00000
803	0.00001	0.00001	0.52698	0.00125	0.00000	0.00000	0.00000
804	0.00001	0.00002	0.51718	0.00163	0.00000	0.00000	0.00000
805	0.00001	0.00002	0.50708	0.00210	0.00000	0.00000	0.00000
806	0.00001	0.00002	0.49585	0.00273	0.00000	0.00000	0.00000
807	0.00001	0.00003	0.48532	0.00356	0.00000	0.00000	0.00000
808	0.00001	0.00004	0.47320	0.00464	0.00000	0.00000	0.00000
809	0.00001	0.00005	0.46048	0.00607	0.00000	0.00000	0.00000
810	0.00002	0.00006	0.44717	0.00794	0.00000	0.00000	0.00000
811	0.00002	0.00006	0.43200	0.01040	0.00000	0.00000	0.00000
812	0.00002	0.00006	0.41650	0.01355	0.00000	0.00000	0.00000
813	0.00002	0.00005	0.39914	0.01763	0.00000	0.00000	0.00000
814	0.00002	0.00003	0.38081	0.02290	0.00000	0.00000	0.00000
815	0.00001	0.00002	0.35938	0.02967	0.00000	0.00000	0.00000
816	0.00001	0.00002	0.33554	0.03835	0.00000	0.00000	0.00000
817	0.00001	0.00001	0.30863	0.04937	0.00000	0.00000	0.00000
818	0.00001	0.00001	0.27851	0.06312	0.00000	0.00000	0.00000
819	0.00002	0.00001	0.24626	0.07993	0.00000	0.00000	0.00000
820	0.00002	0.00001	0.21187	0.10074	0.00000	0.00000	0.00000
821	0.00002	0.00000	0.17774	0.12586	0.00000	0.00000	0.00000
822	0.00002	0.00000	0.14459	0.15558	0.00000	0.00000	0.00000
823	0.00002	0.00000	0.11447	0.18967	0.00000	0.00000	0.00000
824	0.00002	0.00000	0.08845	0.22754	0.00000	0.00000	0.00000
825	0.00002	0.00000	0.06667	0.26825	0.00000	0.00000	0.00000
826	0.00002	0.00000	0.04922	0.31100	0.00000	0.00000	0.00000
827	0.00002	0.00000	0.03581	0.35286	0.00000	0.00000	0.00000
828	0.00002	0.00000	0.02577	0.39334	0.00000	0.00000	0.00000
829	0.00002	0.00000	0.01830	0.43047	0.00000	0.00000	0.00000
830	0.00002	0.00000	0.01298	0.46264	0.00000	0.00000	0.00000
831	0.00002	0.00000	0.00918	0.48969	0.00000	0.00000	0.00000
832	0.00002	0.00000	0.00648	0.51084	0.00000	0.00000	0.00000
833	0.00003	0.00000	0.00459	0.52779	0.00000	0.00000	0.00000
834	0.00003	0.00000	0.00329	0.53992	0.00000	0.00000	0.00000
835	0.00003	0.00000	0.00238	0.54895	0.00000	0.00000	0.00000
836	0.00003	0.00000	0.00170	0.55569	0.00000	0.00000	0.00000
837	0.00003	0.00000	0.00122	0.55936	0.00000	0.00000	0.00000
838	0.00003	0.00000	0.00090	0.56218	0.00000	0.00000	0.00000
839	0.00003	0.00000	0.00069	0.56316	0.00000	0.00000	0.00000
840	0.00004	0.00000	0.00053	0.56479	0.00000	0.00000	0.00000
841	0.00004	0.00000	0.00042	0.56394	0.00000	0.00000	0.00000
842	0.00007	0.00000	0.00034	0.56294	0.00000	0.00000	0.00000
843	0.00005	0.00000	0.00028	0.56435	0.00000	0.00000	0.00000
844	0.00005	0.00000	0.00022	0.56543	0.00000	0.00000	0.00000
845	0.00006	0.00000	0.00019	0.56361	0.00000	0.00000	0.00000
846	0.00006	0.00000	0.00015	0.56349	0.00000	0.00000	0.00000
847	0.00007	0.00000	0.00013	0.56522	0.00000	0.00000	0.00000
848	0.00008	0.00000	0.00011	0.56694	0.00000	0.00000	0.00000
849	0.00009	0.00000	0.00010	0.56421	0.00000	0.00000	0.00000
850	0.00010	0.00000	0.00009	0.56556	0.00000	0.00000	0.00000
851	0.00011	0.00000	0.00008	0.56658	0.00000	0.00000	0.00000
852	0.00012	0.00000	0.00007	0.56754	0.00000	0.00000	0.00000
853	0.00006	0.00000	0.00006	0.56769	0.00000	0.00000	0.00000
854	0.00007	0.00000	0.00005	0.56775	0.00000	0.00000	0.00000
855	0.00008	0.00000	0.00004	0.56708	0.00000	0.00000	0.00000
856	0.00008	0.00000	0.00004	0.56759	0.00000	0.00000	0.00000
857	0.00008	0.00000	0.00003	0.57090	0.00000	0.00000	0.00000
858	0.00017	0.00000	0.00002	0.56636	0.00000	0.00000	0.00000
859	0.00026	0.00000	0.00002	0.56178	0.00000	0.00000	0.00000
860	0.00025	0.00000	0.00002	0.55799	0.00000	0.00000	0.00000
861	0.00025	0.00000	0.00002	0.55550	0.00000	0.00000	0.00000
862	0.00025	0.00000	0.00001	0.55481	0.00000	0.00000	0.00000
863	0.00025	0.00000	0.00001	0.55300	0.00000	0.00000	0.00000
864	0.00024	0.00000	0.00001	0.55269	0.00000	0.00000	0.00000
865	0.00024	0.00000	0.00001	0.55095	0.00000	0.00000	0.00000
866	0.00023	0.00000	0.00001	0.54924	0.00000	0.00000	0.00000
867	0.00022	0.00000	0.00001	0.54806	0.00000	0.00000	0.00000
868	0.00022	0.00000	0.00001	0.54572	0.00000	0.00000	0.00000
869	0.00021	0.00000	0.00000	0.54430	0.00000	0.00000	0.00000
870	0.00021	0.00000	0.00000	0.54195	0.00000	0.00000	0.00000
871	0.00020	0.00000	0.00000	0.54066	0.00000	0.00000	0.00000
872	0.00020	0.00000	0.00000	0.53721	0.00000	0.00000	0.00000
873	0.00026	0.00000	0.00000	0.53553	0.00000	0.00000	0.00000
874	0.00026	0.00000	0.00000	0.53388	0.00000	0.00000	0.00000
875	0.00025	0.00000	0.00000	0.53126	0.00000	0.00000	0.00000
876	0.00025	0.00000	0.00000	0.52962	0.00000	0.00000	0.00000
877	0.00025	0.00000	0.00000	0.52616	0.00000	0.00000	0.00000
878	0.00025	0.00000	0.00000	0.52372	0.00000	0.00000	0.00000
879	0.00031	0.00000	0.00000	0.52053	0.00000	0.00000	0.00000
880	0.00032	0.00000	0.00000	0.51897	0.00000	0.00000	0.00000
881	0.00032	0.00000	0.00000	0.51774	0.00000	0.00000	0.00000
882	0.00032	0.00000	0.00000	0.51450	0.00000	0.00000	0.00000
883	0.00033	0.00000	0.00000	0.51232	0.00000	0.00000	0.00000
884	0.00040	0.00000	0.00000	0.50893	0.00000	0.00000	0.00000
885	0.00041	0.00000	0.00000	0.50743	0.00000	0.00000	0.00000
886	0.00041	0.00000	0.00000	0.50609	0.00000	0.00000	0.00000
887	0.00042	0.00000	0.00000	0.50321	0.00000	0.00000	0.00000
888	0.00043	0.00000	0.00000	0.50153	0.00000	0.00000	0.00000
889	0.00051	0.00000	0.00000	0.49846	0.00000	0.00000	0.00000
890	0.00053	0.00000	0.00000	0.49730	0.00000	0.00000	0.00000
891	0.00054	0.00000	0.00000	0.49427	0.00000	0.00000	0.00000
892	0.00055	0.00000	0.00000	0.49264	0.00000	0.00000	0.00000
893	0.00056	0.00000	0.00000	0.49033	0.00000	0.00000	0.00000
894	0.00057	0.00000	0.00000	0.48718	0.00000	0.00000	0.00000
895	0.00057	0.00000	0.00000	0.48599	0.00000	0.00000	0.00000
896	0.00058	0.00000	0.00000	0.48227	0.00000	0.00000	0.00000
897	0.00059	0.00000	0.00000	0.48013	0.00000	0.00000	0.00000
898	0.00059	0.00000	0.00000	0.47672	0.00000	0.00000	0.00000
899	0.00059	0.00000	0.00000	0.47535	0.00000	0.00000	0.00000
900	0.00059	0.00000	0.00000	0.47325	0.00000	0.00000	0.00000
901	0.00067	0.00000	0.00000	0.46911	0.00000	0.00000	0.00000
902	0.00059	0.00000	0.00000	0.46767	0.00000	0.00000	0.00000
903	0.00058	0.00000	0.00000	0.46414	0.00000	0.00000	0.00000
904	0.00058	0.00000	0.00000	0.46213	0.00000	0.00000	0.00000
905	0.00057	0.00000	0.00000	0.45998	0.00000	0.00000	0.00000
906	0.00056	0.00000	0.00000	0.45643	0.00000	0.00000	0.00000
907	0.00055	0.00000	0.00000	0.45450	0.00000	0.00000	0.00000
908	0.00054	0.00000	0.00000	0.45020	0.00000	0.00000	0.00000
909	0.00053	0.00000	0.00000	0.44895	0.00000	0.00000	0.00000
910	0.00045	0.00000	0.00000	0.44500	0.00000	0.00000	0.00000
911	0.00044	0.00000	0.00000	0.44285	0.00000	0.00000	0.00000
912	0.00043	0.00000	0.00000	0.44069	0.00000	0.00000	0.00000
913	0.00042	0.00000	0.00000	0.43628	0.00000	0.00000	0.00000
914	0.00041	0.00000	0.00000	0.43465	0.00000	0.00000	0.00000
915	0.00034	0.00000	0.00000	0.43028	0.00000	0.00000	0.00000
916	0.00033	0.00000	0.00000	0.42844	0.00000	0.00000	0.00000
917	0.00033	0.00000	0.00000	0.42388	0.00000	0.00000	0.00000
918	0.00032	0.00000	0.00000	0.42205	0.00000	0.00000	0.00000
919	0.00032	0.00000	0.00000	0.41989	0.00000	0.00000	0.00000
920	0.00025	0.00000	0.00000	0.41497	0.00000	0.00000	0.00000
921	0.00025	0.00000	0.00000	0.41268	0.00000	0.00000	0.00000
922	0.00025	0.00000	0.00000	0.40799	0.00000	0.00000	0.00000
923	0.00025	0.00000	0.00000	0.40609	0.00000	0.00000	0.00000
924	0.00024	0.00000	0.00000	0.40107	0.00000	0.00000	0.00000
925	0.00024	0.00000	0.00000	0.39878	0.00000	0.00000	0.00000
926	0.00018	0.00000	0.00000	0.39649	0.00000	0.00000	0.00000
927	0.00018	0.00000	0.00000	0.39150	0.00000	0.00000	0.00000
928	0.00018	0.00000	0.00000	0.38911	0.00000	0.00000	0.00000
929	0.00018	0.00000	0.00000	0.38366	0.00000	0.00000	0.00000
930	0.00019	0.00000	0.00000	0.38107	0.00000	0.00000	0.00000
931	0.00019	0.00000	0.00000	0.37862	0.00000	0.00000	0.00000
932	0.00019	0.00000	0.00000	0.37328	0.00000	0.00000	0.00000
933	0.00019	0.00000	0.00000	0.37063	0.00000	0.00000	0.00000
934	0.00019	0.00000	0.00000	0.36523	0.00000	0.00000	0.00000
935	0.00020	0.00000	0.00000	0.36250	0.00000	0.00000	0.00000
936	0.00020	0.00000	0.00000	0.35697	0.00000	0.00000	0.00000
937	0.00020	0.00000	0.00000	0.35412	0.00000	0.00000	0.00000
938	0.00021	0.00000	0.00000	0.35145	0.00000	0.00000	0.00000
939	0.00021	0.00000	0.00000	0.34564	0.00000	0.00000	0.00000
940	0.00021	0.00000	0.00000	0.34259	0.00000	0.00000	0.00000
941	0.00022	0.00000	0.00000	0.33658	0.00000	0.00000	0.00000
942	0.00022	0.00000	0.00000	0.33381	0.00000	0.00000	0.00000
943	0.00023	0.00000	0.00000	0.32796	0.00000	0.00000	0.00000
944	0.00023	0.00000	0.00000	0.32453	0.00000	0.00000	0.00000
945	0.00024	0.00000	0.00000	0.32155	0.00000	0.00000	0.00000
946	0.00024	0.00000	0.00000	0.31576	0.00000	0.00000	0.00000
947	0.00025	0.00000	0.00000	0.31264	0.00000	0.00000	0.00000
948	0.00025	0.00000	0.00000	0.30644	0.00000	0.00000	0.00000
949	0.00026	0.00000	0.00000	0.30335	0.00000	0.00000	0.00000
950	0.00026	0.00000	0.00000	0.30025	0.00000	0.00000	0.00000
951	0.00027	0.00000	0.00000	0.29420	0.00000	0.00000	0.00000
952	0.00027	0.00000	0.00000	0.29055	0.00000	0.00000	0.00000
953	0.00028	0.00000	0.00000	0.28450	0.00000	0.00000	0.00000
954	0.00028	0.00000	0.00000	0.28139	0.00000	0.00000	0.00000
955	0.00028	0.00000	0.00000	0.27519	0.00000	0.00000	0.00000
956	0.00029	0.00000	0.00000	0.27204	0.00000	0.00000	0.00000
957	0.00029	0.00000	0.00000	0.26887	0.00000	0.00000	0.00000
958	0.00029	0.00000	0.00000	0.26281	0.00000	0.00000	0.00000
959	0.00039	0.00000	0.00000	0.25980	0.00000	0.00000	0.00000
960	0.00039	0.00000	0.00000	0.25360	0.00000	0.00000	0.00000
961	0.00039	0.00000	0.00000	0.25043	0.00000	0.00000	0.00000
962	0.00039	0.00000	0.00000	0.24465	0.00000	0.00000	0.00000
963	0.00039	0.00000	0.00000	0.24160	0.00000	0.00000	0.00000
964	0.00039	0.00000	0.00000	0.23862	0.00000	0.00000	0.00000
965	0.00039	0.00000	0.00000	0.23272	0.00000	0.00000	0.00000
966	0.00038	0.00000	0.00000	0.22962	0.00000	0.00000	0.00000
967	0.00038	0.00000	0.00000	0.22380	0.00000	0.00000	0.00000
968	0.00037	0.00000	0.00000	0.22094	0.00000	0.00000	0.00000
969	0.00037	0.00000	0.00000	0.21806	0.00000	0.00000	0.00000
970	0.00037	0.00000	0.00000	0.21234	0.00000	0.00000	0.00000
971	0.00036	0.00000	0.00000	0.20951	0.00000	0.00000	0.00000
972	0.00036	0.00000	0.00000	0.20400	0.00000	0.00000	0.00000
973	0.00035	0.00000	0.00000	0.20125	0.00000	0.00000	0.00000
974	0.00035	0.00000	0.00000	0.19556	0.00000	0.00000	0.00000
975	0.00034	0.00000	0.00000	0.19285	0.00000	0.00000	0.00000
976	0.00034	0.00000	0.00000	0.19022	0.00000	0.00000	0.00000
977	0.00033	0.00000	0.00000	0.18477	0.00000	0.00000	0.00000
978	0.00033	0.00000	0.00000	0.18201	0.00000	0.00000	0.00000
979	0.00032	0.00000	0.00000	0.17695	0.00000	0.00000	0.00000
980	0.00032	0.00000	0.00000	0.17446	0.00000	0.00000	0.00000
981	0.00032	0.00000	0.00000	0.16923	0.00000	0.00000	0.00000
982	0.00031	0.00000	0.00000	0.16673	0.00000	0.00000	0.00000
983	0.00031	0.00000	0.00000	0.16414	0.00000	0.00000	0.00000
984	0.00031	0.00000	0.00000	0.15898	0.00000	0.00000	0.00000
985	0.00030	0.00000	0.00000	0.15672	0.00000	0.00000	0.00000
986	0.00030	0.00000	0.00000	0.15176	0.00000	0.00000	0.00000
987	0.00030	0.00000	0.00000	0.14950	0.00000	0.00000	0.00000
988	0.00030	0.00000	0.00000	0.14715	0.00000	0.00000	0.00000
989	0.00030	0.00000	0.00000	0.14222	0.00000	0.00000	0.00000
990	0.00030	0.00000	0.00000	0.14006	0.00000	0.00000	0.00000
991	0.00030	0.00000	0.00000	0.13539	0.00000	0.00000	0.00000
992	0.00030	0.00000	0.00000	0.13305	0.00000	0.00000	0.00000
993	0.00030	0.00000	0.00000	0.12869	0.00000	0.00000	0.00000
994	0.00030	0.00000	0.00000	0.12631	0.00000	0.00000	0.00000
995	0.00022	0.00000	0.00000	0.12406	0.00000	0.00000	0.00000
996	0.00022	0.00000	0.00000	0.11971	0.00000	0.00000	0.00000
997	0.00022	0.00000	0.00000	0.11748	0.00000	0.00000	0.00000
998	0.00022	0.00000	0.00000	0.11335	0.00000	0.00000	0.00000
999	0.00023	0.00000	0.00000	0.11128	0.00000	0.00000	0.00000
1000	0.00023	0.00000	0.00000	0.10715	0.00000	0.00000	0.00000
1001	0.00023	0.00000	0.00000	0.10520	0.00000	0.00000	0.00020
1002	0.00023	0.00000	0.00000	0.10313	0.00000	0.00000	0.00020
1003	0.00023	0.00000	0.00000	0.09907	0.00000	0.00000	0.00020
1004	0.00023	0.00000	0.00000	0.09720	0.00000	0.00000	0.00020
1005	0.00023	0.00000	0.00000	0.09344	0.00000	0.00000	0.00020
1006	0.00024	0.00000	0.00000	0.09167	0.00000	0.00000	0.00020
1007	0.00024	0.00000	0.00000	0.08981	0.00000	0.00000	0.00020
1008	0.00024	0.00000	0.00000	0.08611	0.00000	0.00000	0.00020
1009	0.00024	0.00000	0.00000	0.08432	0.00000	0.00000	0.00020
1010	0.00025	0.00000	0.00000	0.08086	0.00000	0.00000	0.00020
1011	0.00025	0.00000	0.00000	0.07899	0.00000	0.00000	0.00020
1012	0.00025	0.00000	0.00000	0.07570	0.00000	0.00000	0.00020
1013	0.00025	0.00000	0.00000	0.07381	0.00000	0.00000	0.00020
1014	0.00025	0.00000	0.00000	0.07220	0.00000	0.00000	0.00020
1015	0.00025	0.00000	0.00000	0.06913	0.00000	0.00010	0.00020
1016	0.00026	0.00000	0.00000	0.06755	0.00000	0.00010	0.00020
1017	0.00026	0.00000	0.00000	0.06448	0.00000	0.00010	0.00020
1018	0.00026	0.00000	0.00000	0.06305	0.00000	0.00010	0.00020
1019	0.00026	0.00000	0.00000	0.05994	0.00000	0.00010	0.00020
1020	0.00017	0.00000	0.00000	0.05855	0.00000	0.00010	0.00020
1021	0.00017	0.00000	0.00000	0.05706	0.00000	0.00010	0.00020
1022	0.00017	0.00000	0.00000	0.05446	0.00000	0.00010	0.00020
1023	0.00017	0.00000	0.00000	0.05306	0.00000	0.00010	0.00030
1024	0.00017	0.00000	0.00000	0.05037	0.00000	0.00020	0.00030
1025	0.00017	0.00000	0.00000	0.04916	0.00000	0.00020	0.00030
1026	0.00017	0.00000	0.00000	0.04777	0.00000	0.00020	0.00030
1027	0.00017	0.00000	0.00000	0.04537	0.00000	0.00030	0.00030
1028	0.00017	0.00000	0.00000	0.04406	0.00000	0.00030	0.00040
1029	0.00017	0.00000	0.00000	0.04176	0.00000	0.00030	0.00040
1030	0.00017	0.00000	0.00000	0.04046	0.00000	0.00040	0.00040
1031	0.00016	0.00000	0.00000	0.03837	0.00000	0.00040	0.00050
1032	0.00016	0.00000	0.00000	0.03738	0.00000	0.00050	0.00050
1033	0.00016	0.00000	0.00000	0.03608	0.00000	0.00060	0.00060
1034	0.00016	0.00000	0.00000	0.03419	0.00000	0.00070	0.00070
1035	0.00016	0.00000	0.00000	0.03319	0.00000	0.00080	0.00080
1036	0.00015	0.00000	0.00000	0.03131	0.00000	0.00100	0.00090
1037	0.00015	0.00000	0.00000	0.03031	0.00000	0.00120	0.00100
1038	0.00015	0.00000	0.00000	0.02842	0.00000	0.00140	0.00110
1039	0.00015	0.00000	0.00000	0.02743	0.00000	0.00160	0.00130
1040	0.00014	0.00000	0.00000	0.02673	0.00000	0.00190	0.00150
1041	0.00014	0.00000	0.00000	0.02505	0.00000	0.00230	0.00180
1042	0.00014	0.00000	0.00000	0.02426	0.00010	0.00270	0.00210
1043	0.00014	0.00000	0.00000	0.02257	0.00010	0.00320	0.00250
1044	0.00013	0.00000	0.00000	0.02178	0.00010	0.00370	0.00290
1045	0.00013	0.00000	0.00000	0.02040	0.00010	0.00420	0.00340
1046	0.00013	0.00000	0.00000	0.01960	0.00010	0.00470	0.00400
1047	0.00006	0.00000	0.00000	0.01891	0.00010	0.00520	0.00480
1048	0.00006	0.00000	0.00000	0.01742	0.00010	0.00570	0.00560
1049	0.00006	0.00000	0.00000	0.01693	0.00010	0.00600	0.00650
1050	0.00006	0.00000	0.00000	0.01575	0.00010	0.00620	0.00760
1051	0.00006	0.00000	0.00000	0.01496	0.00010	0.00630	0.00870
1052	0.00006	0.00000	0.00000	0.01437	0.00020	0.00620	0.01000
1053	0.00006	0.00000	0.00000	0.01318	0.00020	0.00590	0.01140
1054	0.00006	0.00000	0.00000	0.01269	0.00020	0.00560	0.01270
1055	0.00006	0.00000	0.00000	0.01170	0.00030	0.00510	0.01410
1056	0.00005	0.00000	0.00000	0.01101	0.00030	0.00450	0.01560
1057	0.00005	0.00000	0.00000	0.01002	0.00040	0.00390	0.01700
1058	0.00005	0.00000	0.00000	0.00973	0.00050	0.00330	0.01830
1059	0.00005	0.00000	0.00000	0.00913	0.00060	0.00280	0.01950
1060	0.00005	0.00000	0.00000	0.00824	0.00080	0.00230	0.02070
1061	0.00005	0.00000	0.00000	0.00775	0.00100	0.00180	0.02170
1062	0.00005	0.00000	0.00000	0.00706	0.00120	0.00140	0.02270
1063	0.00005	0.00000	0.00000	0.00666	0.00140	0.00110	0.02350
1064	0.00005	0.00000	0.00000	0.00607	0.00170	0.00080	0.02420
1065	0.00005	0.00000	0.00000	0.00557	0.00200	0.00060	0.02480
1066	0.00005	0.00000	0.00000	0.00517	0.00250	0.00040	0.02530
1067	0.00005	0.00000	0.00000	0.00458	0.00290	0.00030	0.02560
1068	0.00005	0.00000	0.00000	0.00428	0.00350	0.00020	0.02570
1069	0.00000	0.00000	0.00000	0.00388	0.00410	0.00010	0.02580
1070	0.00000	0.00000	0.00000	0.00358	0.00480	0.00010	0.02580
1071	0.00000	0.00000	0.00000	0.00328	0.00560	0.00010	0.02560
1072	0.00000	0.00000	0.00000	0.00279	0.00650	0.00010	0.02540
1073	0.00000	0.00000	0.00000	0.00249	0.00750	0.00010	0.02510
1074	0.00000	0.00000	0.00000	0.00229	0.00870	0.00020	0.02470
1075	0.00000	0.00000	0.00000	0.00199	0.01000	0.00030	0.02430
1076	0.00000	0.00000	0.00000	0.00169	0.01140	0.00040	0.02380
1077	0.00000	0.00000	0.00000	0.00149	0.01300	0.00040	0.02340
1078	0.00000	0.00000	0.00000	0.00139	0.01480	0.00050	0.02290
1079	0.00000	0.00000	0.00000	0.00119	0.01690	0.00060	0.02250
1080	0.00000	0.00000	0.00000	0.00109	0.01910	0.00070	0.02210
1081	0.00000	0.00000	0.00000	0.00089	0.02150	0.00090	0.02170
1082	0.00000	0.00000	0.00000	0.00079	0.02440	0.00100	0.02130
1083	0.00000	0.00000	0.00000	0.00069	0.02740	0.00110	0.02110
1084	0.00000	0.00000	0.00000	0.00049	0.03070	0.00120	0.02080
1085	0.00000	0.00000	0.00000	0.00049	0.03440	0.00140	0.02060
1086	0.00000	0.00000	0.00000	0.00039	0.03830	0.00150	0.02050
1087	0.00000	0.00000	0.00000	0.00029	0.04260	0.00170	0.02050
1088	0.00000	0.00000	0.00000	0.00020	0.04720	0.00190	0.02060
1089	0.00000	0.00000	0.00000	0.00020	0.05220	0.00220	0.02070
1090	0.00000	0.00000	0.00000	0.00019	0.05760	0.00240	0.02090
1091	0.00000	0.00000	0.00000	0.00010	0.06340	0.00270	0.02120
1092	0.00000	0.00000	0.00000	0.00010	0.06950	0.00310	0.02160
1093	0.00000	0.00000	0.00000	0.00010	0.07620	0.00350	0.02210
1094	0.00000	0.00000	0.00000	0.00010	0.08300	0.00400	0.02270
1095	0.00000	0.00000	0.00000	0.00000	0.09010	0.00460	0.02340
1096	0.00000	0.00000	0.00000	0.00000	0.09770	0.00540	0.02430
1097	0.00000	0.00000	0.00000	0.00000	0.10560	0.00650	0.02540
1098	0.00000	0.00000	0.00000	0.00000	0.11360	0.00780	0.02670
